,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
0,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Music,the one-man band,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Music
1,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Animation Comedy Fantasy,the enchanted drawing,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Animation Comedy Fantasy
2,George Albert Smith,Laura Bayley,Tom Green,Unkown,Romance Comedy,let me dream again,Laura Bayley Tom Green Unkown George Albert Smith Romance Comedy
3,George Albert Smith,Harold Smith,Unkown,Unkown,Drama,grandma's reading glass,Harold Smith Unkown Unkown George Albert Smith Drama
4,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the christmas dream,Georges Méliès Unkown Unkown Georges Méliès Fantasy
5,Georges Méliès,Bleuette Bernon,Georges Méliès,Jehanne d'Alcy,Drama History,joan of arc,Bleuette Bernon Georges Méliès Jehanne d'Alcy Georges Méliès Drama History
6,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,going to bed under difficulties,Georges Méliès Unkown Unkown Georges Méliès Comedy
7,Cecil M. Hepworth,Cecil M. Hepworth,Henry Lawley,Unkown,Comedy,explosion of a motor car,Cecil M. Hepworth Henry Lawley Unkown Cecil M. Hepworth Comedy
8,Alice Guy-Blaché,Miss Lally,Miss Julyett,Unkown,Music,at the floral ball,Miss Lally Miss Julyett Unkown Alice Guy-Blaché Music
9,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,up-to-date spiritualism,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
10,Georges Méliès,Jehanne d'Alcy,Georges Méliès,Unkown,Comedy Fantasy,the fat and lean wrestling match,Jehanne d'Alcy Georges Méliès Unkown Georges Méliès Comedy Fantasy
11,Georges Méliès,Georges Méliès,Unkown,Unkown,,the triple conjurer and the living head,Georges Méliès Unkown Unkown Georges Méliès 
12,Cecil M. Hepworth,May Clark,Cecil M. Hepworth,Unkown,Horror,how it feels to be run over,May Clark Cecil M. Hepworth Unkown Cecil M. Hepworth Horror
13,Gabriel Veyre,Unkown,Unkown,Unkown,Documentary,le village de namo - panorama pris d'une chaise à porteurs,Unkown Unkown Unkown Gabriel Veyre Documentary
14,Wallace McCutcheon Sr.,Unkown,Unkown,Unkown,Crime Comedy,how they rob men in chicago,Unkown Unkown Unkown Wallace McCutcheon Sr. Crime Comedy
15,Alice Guy-Blaché,Yvonne Serand,Unkown,Unkown,Fantasy,the cabbage-patch fairy,Yvonne Serand Unkown Unkown Alice Guy-Blaché Fantasy
16,Gabriel Veyre,Unkown,Unkown,Unkown,Documentary,"promenade du dragon à cholon, i",Unkown Unkown Unkown Gabriel Veyre Documentary
17,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the magic book,Georges Méliès Unkown Unkown Georges Méliès Fantasy
18,Arthur Marvin,Unkown,Unkown,Unkown,Crime Fantasy Mystery,sherlock holmes baffled,Unkown Unkown Unkown Arthur Marvin Crime Fantasy Mystery
19,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,a fantastical meal,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
20,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the man with the rubber head,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
21,James Williamson,Sam Dalton,Unkown,Unkown,Comedy,the big swallow,Sam Dalton Unkown Unkown James Williamson Comedy
22,Georges Méliès,Georges Méliès,Jehanne d'Alcy,Bleuette Bernon,Drama Horror Fantasy,bluebeard,Georges Méliès Jehanne d'Alcy Bleuette Bernon Georges Méliès Drama Horror Fantasy
23,Ferdinand Zecca,Jean Liézer,Bretteau,Ferdinand Zecca,Drama Crime,history of a crime,Jean Liézer Bretteau Ferdinand Zecca Ferdinand Zecca Drama Crime
24,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the prince of magicians,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
25,Edwin S. Porter,Unkown,Unkown,Unkown,Drama History,execution of czolgosz with panorama of auburn prison,Unkown Unkown Unkown Edwin S. Porter Drama History
26,Edwin S. Porter,A.C. Abadie,Florence Georgie,Unkown,Documentary Comedy,"what happened on twenty-third street, new york city",A.C. Abadie Florence Georgie Unkown Edwin S. Porter Documentary Comedy
27,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the bachelor's paradise,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
28,Edwin S. Porter,Unkown,Unkown,Unkown,,the finish of bridget mckeen,Unkown Unkown Unkown Edwin S. Porter 
29,Edwin S. Porter,Unkown,Unkown,Unkown,Documentary,circular panorama of electric tower,Unkown Unkown Unkown Edwin S. Porter Documentary
30,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the dwarf and the giant,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
31,Frederick S. Armitage,Unkown,Unkown,Unkown,Documentary,demolishing and building up the star theatre,Unkown Unkown Unkown Frederick S. Armitage Documentary
32,Thomas A. Edison,William McKinley,Melville Fuller,George Dewey,Documentary,president mckinley taking the oath,William McKinley Melville Fuller George Dewey Thomas A. Edison Documentary
33,Edwin S. Porter,Unkown,Unkown,Unkown,Documentary,"terrible teddy, the grizzly king",Unkown Unkown Unkown Edwin S. Porter Documentary
34,Robert W. Paul,Unkown,Unkown,Unkown,Comedy,the countryman and the cinematograph,Unkown Unkown Unkown Robert W. Paul Comedy
35,Walter R. Booth,Daniel Smith,Unkown,Unkown,Drama Fantasy,scrooge; or marley's ghost,Daniel Smith Unkown Unkown Walter R. Booth Drama Fantasy
36,Georges Méliès,Unkown,Unkown,Unkown,Comedy,what is home without the boarder,Unkown Unkown Unkown Georges Méliès Comedy
37,Edwin S. Porter,Unkown,Unkown,Unkown,,pan-american exposition by night,Unkown Unkown Unkown Edwin S. Porter 
38,Georges Méliès,André Deed,Unkown,Unkown,Comedy Fantasy,an extraordinary dislocation,André Deed Unkown Unkown Georges Méliès Comedy Fantasy
39,James Williamson,Unkown,Unkown,Unkown,Action Drama,fire!,Unkown Unkown Unkown James Williamson Action Drama
40,Georges Méliès,Georges Méliès,Bleuette Bernon,Victor André,Adventure Science Fiction,a trip to the moon,Georges Méliès Bleuette Bernon Victor André Georges Méliès Adventure Science Fiction
41,Georges Méliès,Unkown,Unkown,Unkown,,"the terrible eruption of mount pelee and destruction of st. pierre, martinique",Unkown Unkown Unkown Georges Méliès 
42,Edwin S. Porter,Charles Manley,Unkown,Unkown,Comedy,uncle josh at the moving picture show,Charles Manley Unkown Unkown Edwin S. Porter Comedy
43,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,gulliver's travels among the lilliputians and the giants,Georges Méliès Unkown Unkown Georges Méliès Fantasy
44,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the microscopic dancer,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
45,Georges Hatot,Unkown,Unkown,Unkown,,the indiscreet bathroom maid,Unkown Unkown Unkown Georges Hatot 
46,Georges Méliès,Georges Méliès,Unkown,Unkown,,an impossible balancing feat,Georges Méliès Unkown Unkown Georges Méliès 
47,Georges Méliès,Georges Méliès,Unkown,Unkown,Horror Fantasy,the treasures of satan,Georges Méliès Unkown Unkown Georges Méliès Horror Fantasy
48,Edwin S. Porter,Thomas White,James H. White,Unkown,Adventure Family Fantasy,jack and the beanstalk,Thomas White James H. White Unkown Edwin S. Porter Adventure Family Fantasy
49,James Williamson,Unkown,Unkown,Unkown,Drama,the little match seller,Unkown Unkown Unkown James Williamson Drama
50,Georges Méliès,Unkown,Unkown,Unkown,,the coronation of edward vii,Unkown Unkown Unkown Georges Méliès 
51,Percy Stow,Cecil M. Hepworth,T.C. Hepworth,Claude Whitten,Comedy,how to stop a motorcar,Cecil M. Hepworth T.C. Hepworth Claude Whitten Percy Stow Comedy
52,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy,fun in a bakery shop,Unkown Unkown Unkown Edwin S. Porter Comedy
53,Wallace McCutcheon Sr.,Unkown,Unkown,Unkown,,grandpa's reading glass,Unkown Unkown Unkown Wallace McCutcheon Sr. 
54,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,an untimely intrusion,Unkown Unkown Unkown Alice Guy-Blaché Comedy
55,Ferdinand Zecca,Unkown,Unkown,Unkown,Drama,alcohol and its victims,Unkown Unkown Unkown Ferdinand Zecca Drama
56,Alice Guy-Blaché,Germaine Serand,Yvonne Serand,Unkown,Fantasy,midwife to the upper class,Germaine Serand Yvonne Serand Unkown Alice Guy-Blaché Fantasy
57,unknown,Joseph Hart,Unkown,Unkown,Comedy,"the boys think they have one on foxy grandpa, but he fools them",Joseph Hart Unkown Unkown unknown Comedy
58,Edwin S. Porter,Unkown,Unkown,Unkown,Thriller Comedy,"the burlesque suicide, no. 2",Unkown Unkown Unkown Edwin S. Porter Thriller Comedy
59,Ferdinand Zecca,Unkown,Unkown,Unkown,Adventure,ali baba and the forty thieves,Unkown Unkown Unkown Ferdinand Zecca Adventure
60,Edwin S. Porter,Gilbert M. Anderson,John Manus Dougherty Sr.,Frank Hanaway,Crime Action Western,the great train robbery,Gilbert M. Anderson John Manus Dougherty Sr. Frank Hanaway Edwin S. Porter Crime Action Western
61,Ferdinand Zecca,Madame Moreau,Monsieur Moreau,Unkown,Drama History,the life and passion of jesus christ,Madame Moreau Monsieur Moreau Unkown Ferdinand Zecca Drama History
62,Cecil M. Hepworth,May Clark,Cecil M. Hepworth,Mrs. Hepworth,Fantasy Family,alice in wonderland,May Clark Cecil M. Hepworth Mrs. Hepworth Cecil M. Hepworth Fantasy Family
63,Edwin S. Porter,Vivian Vaughan,James H. White,Arthur White,Action,life of an american fireman,Vivian Vaughan James H. White Arthur White Edwin S. Porter Action
64,Georges Méliès,Georges Méliès,Marguerite Thévenard,Bleuette Bernon,Adventure Fantasy,the kingdom of the fairies,Georges Méliès Marguerite Thévenard Bleuette Bernon Georges Méliès Adventure Fantasy
65,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the infernal cauldron,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
66,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the monster,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
67,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the infernal cakewalk,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
68,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Music,the melomaniac,Georges Méliès Unkown Unkown Georges Méliès Comedy Music
69,George Albert Smith,Laura Bayley,Unkown,Unkown,Comedy,mary jane's mishap,Laura Bayley Unkown Unkown George Albert Smith Comedy
70,Edwin S. Porter,Edward Boulden,Unkown,Unkown,Comedy Romance,the gay shoe clerk,Edward Boulden Unkown Unkown Edwin S. Porter Comedy Romance
71,Edwin S. Porter,Carl Goliath,Topsy,Unkown,Documentary,electrocuting an elephant,Carl Goliath Topsy Unkown Edwin S. Porter Documentary
72,George Albert Smith,Unkown,Unkown,Unkown,Drama,the sick kitten,Unkown Unkown Unkown George Albert Smith Drama
73,Georges Méliès,Georges Méliès,Jehanne d'Alcy,Unkown,,"alcofribas, the master magician",Georges Méliès Jehanne d'Alcy Unkown Georges Méliès 
74,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the inn where no man rests,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
75,Alice Guy-Blaché,Unkown,Unkown,Unkown,Fantasy Horror,faust and mephistopheles,Unkown Unkown Unkown Alice Guy-Blaché Fantasy Horror
76,Edwin S. Porter,Unkown,Unkown,Unkown,,uncle tom's cabin,Unkown Unkown Unkown Edwin S. Porter 
77,Georges Méliès,Unkown,Unkown,Unkown,,ten ladies in an umbrella,Unkown Unkown Unkown Georges Méliès 
78,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,apparitions,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
79,Georges Méliès,Unkown,Unkown,Unkown,,the witch's revenge,Unkown Unkown Unkown Georges Méliès 
80,Georges Méliès,Georges Méliès,Fernande Albeny,Jehanne d'Alcy,Adventure Comedy Fantasy Science Fiction,the impossible voyage,Georges Méliès Fernande Albeny Jehanne d'Alcy Georges Méliès Adventure Comedy Fantasy Science Fiction
81,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the mermaid,Georges Méliès Unkown Unkown Georges Méliès Fantasy
82,Georges Méliès,Georges Méliès,Unkown,Unkown,,the firefall,Georges Méliès Unkown Unkown Georges Méliès 
83,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the untameable whiskers,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
84,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,"tchin-chao, the chinese conjurer",Georges Méliès Unkown Unkown Georges Méliès Comedy
85,unknown,Unkown,Unkown,Unkown,Action Drama,a fire in a burlesque theatre,Unkown Unkown Unkown unknown Action Drama
86,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the cook in trouble,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
87,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Drama History,the wandering jew,Georges Méliès Unkown Unkown Georges Méliès Fantasy Drama History
88,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the wonderful living fan,Georges Méliès Unkown Unkown Georges Méliès Fantasy
89,Wallace McCutcheon Sr.,Unkown,Unkown,Unkown,,the escaped lunatic,Unkown Unkown Unkown Wallace McCutcheon Sr. 
90,Georges Méliès,Unkown,Unkown,Unkown,,faust and marguerite,Unkown Unkown Unkown Georges Méliès 
91,Robert W. Paul,Unkown,Unkown,Unkown,Drama,buy your own cherries,Unkown Unkown Unkown Robert W. Paul Drama
92,Georges Méliès,Georges Méliès,Rachel Gillet,Unkown,Drama,the christmas angel,Georges Méliès Rachel Gillet Unkown Georges Méliès Drama
93,Frank S. Mottershaw,Unkown,Unkown,Unkown,Documentary,the coronation of king peter i of serbia,Unkown Unkown Unkown Frank S. Mottershaw Documentary
94,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the clockmaker's dream,Georges Méliès Unkown Unkown Georges Méliès Fantasy
95,Lucien Georges Bull,Unkown,Unkown,Unkown,Documentary,ball passing through a soap bubble,Unkown Unkown Unkown Lucien Georges Bull Documentary
96,unknown,Unkown,Unkown,Unkown,Drama War,the hero of liao-yang,Unkown Unkown Unkown unknown Drama War
97,Georges Méliès,Georges Méliès,Unkown,Unkown,,the devilish plank,Georges Méliès Unkown Unkown Georges Méliès 
98,James Williamson,Unkown,Unkown,Unkown,Comedy,an interesting story,Unkown Unkown Unkown James Williamson Comedy
99,Wallace McCutcheon Sr.,Unkown,Unkown,Unkown,Comedy,the lost child,Unkown Unkown Unkown Wallace McCutcheon Sr. Comedy
100,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the black imp,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
101,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the living playing cards,Georges Méliès Unkown Unkown Georges Méliès Fantasy
102,Filoteo Alberini,Ubaldo Maria Del Colle,Carlo Rosaspina,Unkown,History,the capture of roma,Ubaldo Maria Del Colle Carlo Rosaspina Unkown Filoteo Alberini History
103,Georges Méliès,Georges Méliès,Unkown,Unkown,Adventure Fantasy,the palace of the arabian nights,Georges Méliès Unkown Unkown Georges Méliès Adventure Fantasy
104,unknown,Unkown,Unkown,Unkown,,spirit of '76,Unkown Unkown Unkown unknown 
105,Cecil M. Hepworth,Blair,May Clark,Barbara Hepworth,Drama,rescued by rover,Blair May Clark Barbara Hepworth Cecil M. Hepworth Drama
106,N.E. Sterner,Håkon VII,Unkown,Unkown,History Documentary,the reception of king haakon in kristiania,Håkon VII Unkown Unkown N.E. Sterner History Documentary
107,Karol Grossmann,Unkown,Unkown,Unkown,Documentary,dismissal from mass in ljutomer,Unkown Unkown Unkown Karol Grossmann Documentary
108,Georges Méliès,Unkown,Unkown,Unkown,,the lilliputian minuet,Unkown Unkown Unkown Georges Méliès 
109,Billy Bitzer,Unkown,Unkown,Unkown,Documentary,new york subway,Unkown Unkown Unkown Billy Bitzer Documentary
110,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,reprisals by the turkish army against the macedonian population,Unkown Unkown Unkown Janaki Manaki Documentary
111,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy,how jones lost his roll,Unkown Unkown Unkown Edwin S. Porter Comedy
112,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy,the fantastic diver,Unkown Unkown Unkown Segundo de Chomón Comedy
113,Georges Méliès,Unkown,Unkown,Unkown,,the scheming gambler's paradise,Unkown Unkown Unkown Georges Méliès 
114,Alice Guy-Blaché,Unkown,Unkown,Unkown,Documentary,cook & rilly's trained rooster,Unkown Unkown Unkown Alice Guy-Blaché Documentary
115,Alice Guy-Blaché,Félix Mayol,Unkown,Unkown,Music,"félix mayol performs ""indiscreet questions""",Félix Mayol Unkown Unkown Alice Guy-Blaché Music
116,unknown,Unkown,Unkown,Unkown,Documentary,"empire state express, the second, taking water on the fly",Unkown Unkown Unkown unknown Documentary
117,Lucien Nonguet,Fernand Rivers,Unkown,Unkown,History,martyrs of the inquisition,Fernand Rivers Unkown Unkown Lucien Nonguet History
118,unknown,Unkown,Unkown,Unkown,Comedy,automobile accident,Unkown Unkown Unkown unknown Comedy
119,Georges Méliès,Georges Méliès,André Méliès,Unkown,,rip's dream,Georges Méliès André Méliès Unkown Georges Méliès 
120,Edwin S. Porter,John P. Brawn,Unkown,Unkown,Fantasy Comedy,dream of a rarebit fiend,John P. Brawn Unkown Unkown Edwin S. Porter Fantasy Comedy
121,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Horror,the merry frolics of satan,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Horror
122,Charles Tait,Elizabeth Tait,John Tait,Unkown,Crime Drama Action History,the story of the kelly gang,Elizabeth Tait John Tait Unkown Charles Tait Crime Drama Action History
123,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Comedy Animation,humorous phases of funny faces,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Comedy Animation
124,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the hilarious posters,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
125,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,the consequences of feminism,Unkown Unkown Unkown Alice Guy-Blaché Comedy
126,Walter R. Booth,Unkown,Unkown,Unkown,Science Fiction Fantasy Comedy,the '?' motorist,Unkown Unkown Unkown Walter R. Booth Science Fiction Fantasy Comedy
127,Georges Méliès,Georges Méliès,Unkown,Unkown,Family Fantasy,the witch,Georges Méliès Unkown Unkown Georges Méliès Family Fantasy
128,unknown,Unkown,Unkown,Unkown,,married for millions,Unkown Unkown Unkown unknown 
129,unknown,Unkown,Unkown,Unkown,,"panorama, notorius 'barbary coast'",Unkown Unkown Unkown unknown 
130,Peter Elfelt,Unkown,Unkown,Unkown,,kong haakons besøg paa 'herluf trolle',Unkown Unkown Unkown Peter Elfelt 
131,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Animation,miniature theatre,Unkown Unkown Unkown Segundo de Chomón Comedy Animation
132,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the mysterious retort,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
133,Albert Capellani,Gabriel Moreau,Renée Coge,Ransart,,the bell ringer's daughter,Gabriel Moreau Renée Coge Ransart Albert Capellani 
134,Edwin S. Porter,Unkown,Unkown,Unkown,,a winter straw ride,Unkown Unkown Unkown Edwin S. Porter 
135,Alice Guy-Blaché,Unkown,Unkown,Unkown,Drama History,"the birth, the life and the death of christ",Unkown Unkown Unkown Alice Guy-Blaché Drama History
136,Harry Miles,Unkown,Unkown,Unkown,Documentary History,a trip down market street before the fire,Unkown Unkown Unkown Harry Miles Documentary History
137,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy,a funny shave,Unkown Unkown Unkown Segundo de Chomón Comedy
138,unknown,Unkown,Unkown,Unkown,Documentary,san francisco: aftermath of earthquake,Unkown Unkown Unkown unknown Documentary
139,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,a story well spun,Unkown Unkown Unkown Alice Guy-Blaché Comedy
140,Georges Méliès,Manuel,Georges Méliès,Unkown,Adventure Fantasy,"20,000 leagues under the sea",Manuel Georges Méliès Unkown Georges Méliès Adventure Fantasy
141,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy Animation Horror,the house of ghosts,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy Animation Horror
142,Millard Mercury,Edwing Tordella,Edith Trublanchet,Unkown,Comedy,the dancing pig,Edwing Tordella Edith Trublanchet Unkown Millard Mercury Comedy
143,J. Stuart Blackton,Paul Panzer,William V. Ranous,Unkown,Comedy Animation,the haunted hotel,Paul Panzer William V. Ranous Unkown J. Stuart Blackton Comedy Animation
144,Segundo de Chomón,Unkown,Unkown,Unkown,Fantasy,the golden beetle,Unkown Unkown Unkown Segundo de Chomón Fantasy
145,Segundo de Chomón,Julienne Mathieu,Unkown,Unkown,Fantasy,the red spectre,Julienne Mathieu Unkown Unkown Segundo de Chomón Fantasy
146,Georges Méliès,Georges Méliès,Mademoiselle Bodson,Manuel,Comedy Fantasy Romance,the eclipse: courtship of the sun and moon,Georges Méliès Mademoiselle Bodson Manuel Georges Méliès Comedy Fantasy Romance
147,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy Fantasy,the 'teddy' bears,Unkown Unkown Unkown Edwin S. Porter Comedy Fantasy
148,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,good glue sticks,Georges Méliès Unkown Unkown Georges Méliès Comedy
149,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,the rolling bed,Unkown Unkown Unkown Alice Guy-Blaché Comedy
150,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,madame's cravings,Unkown Unkown Unkown Alice Guy-Blaché Comedy
151,Georges Méliès,Fernande Albany,Georges Méliès,Jehanne d'Alcy,Adventure,tunneling the english channel,Fernande Albany Georges Méliès Jehanne d'Alcy Georges Méliès Adventure
152,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,satan in prison,Georges Méliès Unkown Unkown Georges Méliès Comedy
153,Johann Schwarzer,Unkown,Unkown,Unkown,,at the photographer's,Unkown Unkown Unkown Johann Schwarzer 
154,Sidney Olcott,Herman Rottger,William S. Hart,Gene Gauntier,Adventure Drama History,ben hur,Herman Rottger William S. Hart Gene Gauntier Sidney Olcott Adventure Drama History
155,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy,kiri-kis,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy
156,Louis J. Gasnier,Max Linder,Unkown,Unkown,Comedy,max learns to skate,Max Linder Unkown Unkown Louis J. Gasnier Comedy
157,Giovanni Vitrotti,Unkown,Unkown,Unkown,Animation,"good evening, flowers!",Unkown Unkown Unkown Giovanni Vitrotti Animation
158,Walter R. Booth,Unkown,Unkown,Unkown,Comedy Fantasy,willie's magic wand,Unkown Unkown Unkown Walter R. Booth Comedy Fantasy
159,Georges Méliès,Fernande Albany,Manuel,Unkown,Comedy,sightseeing through whisky,Fernande Albany Manuel Unkown Georges Méliès Comedy
160,Émile Cohl,Unkown,Unkown,Unkown,Animation,fantasmagorie,Unkown Unkown Unkown Émile Cohl Animation
161,André Calmettes,Charles le Bargy,Albert Lambert,Gabrielle Robinne,History Drama,the assassination of the duke de guise,Charles le Bargy Albert Lambert Gabrielle Robinne André Calmettes History Drama
162,Segundo de Chomón,Segundo de Chomón,Julienne Mathieu,Unkown,Fantasy,the electric hotel,Segundo de Chomón Julienne Mathieu Unkown Segundo de Chomón Fantasy
163,J. Searle Dawley,Henry B. Walthall,Miss Earle,Jinnie Frazer,Drama Action Thriller,rescued from an eagle's nest,Henry B. Walthall Miss Earle Jinnie Frazer J. Searle Dawley Drama Action Thriller
164,D.W. Griffith,Mack Sennett,Harry Solter,George Gebhardt,Comedy,father gets in the game,Mack Sennett Harry Solter George Gebhardt D.W. Griffith Comedy
165,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy Science Fiction,excursion to the moon,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy Science Fiction
166,D.W. Griffith,Harry Solter,Linda Arvidson,Charles Inslee,,a calamitous elopement,Harry Solter Linda Arvidson Charles Inslee D.W. Griffith 
167,D.W. Griffith,George Gebhardt,Marion Leonard,Harry Solter,Drama,an awful moment,George Gebhardt Marion Leonard Harry Solter D.W. Griffith Drama
168,Georges Méliès,Unkown,Unkown,Unkown,,the good shepherdess and the evil princess,Unkown Unkown Unkown Georges Méliès 
169,D.W. Griffith,Charles Inslee,Harry Solter,Florence Lawrence,Comedy,the call of the wild,Charles Inslee Harry Solter Florence Lawrence D.W. Griffith Comedy
170,D.W. Griffith,Charles Inslee,George Gebhardt,Arthur V. Johnson,Crime Drama,money mad,Charles Inslee George Gebhardt Arthur V. Johnson D.W. Griffith Crime Drama
171,Georges Méliès,Unkown,Unkown,Unkown,Horror Fantasy,in the bogie man's cave,Unkown Unkown Unkown Georges Méliès Horror Fantasy
172,unknown,Unkown,Unkown,Unkown,Romance Comedy Fantasy,jesters-jokes,Unkown Unkown Unkown unknown Romance Comedy Fantasy
173,D.W. Griffith,Charles Inslee,Harry Solter,Gene Gauntier,Western Action,the girl and the outlaw,Charles Inslee Harry Solter Gene Gauntier D.W. Griffith Western Action
174,J. Stuart Blackton,Paul Panzer,Unkown,Unkown,Comedy,the thieving hand,Paul Panzer Unkown Unkown J. Stuart Blackton Comedy
175,David Aylott,Unkown,Unkown,Unkown,Comedy,only a dart,Unkown Unkown Unkown David Aylott Comedy
176,Luigi Maggi,Luigi Maggi,Umberto Mozzato,Lydia De Roberti,Drama History,the last days of pompeii,Luigi Maggi Umberto Mozzato Lydia De Roberti Luigi Maggi Drama History
177,Mojzesz Towbin,Unkown,Unkown,Unkown,,prussian culture,Unkown Unkown Unkown Mojzesz Towbin 
178,Georges Méliès,Unkown,Unkown,Unkown,Fantasy,the knight of black art,Unkown Unkown Unkown Georges Méliès Fantasy
179,Georges Méliès,Unkown,Unkown,Unkown,Comedy,the mischance of a photographer,Unkown Unkown Unkown Georges Méliès Comedy
180,D.W. Griffith,John R. Cumpson,Florence Lawrence,Linda Arvidson,Comedy,mr. jones has a card party,John R. Cumpson Florence Lawrence Linda Arvidson D.W. Griffith Comedy
181,D.W. Griffith,Frank Powell,Grace Henderson,James Kirkwood,Drama,a corner in wheat,Frank Powell Grace Henderson James Kirkwood D.W. Griffith Drama
182,D.W. Griffith,Mack Sennett,Flora Finch,Florence Lawrence,Comedy,those awful hats,Mack Sennett Flora Finch Florence Lawrence D.W. Griffith Comedy
183,D.W. Griffith,Mary Pickford,Marion Leonard,Robert Harron,Thriller Drama Action,the lonely villa,Mary Pickford Marion Leonard Robert Harron D.W. Griffith Thriller Drama Action
184,Georges Méliès,André Méliès,Georges Méliès,Unkown,Fantasy Comedy,the diabolic tenant,André Méliès Georges Méliès Unkown Georges Méliès Fantasy Comedy
185,J. Stuart Blackton,Paul Panzer,Gladys Hulette,Unkown,Comedy Fantasy,"princess nicotine; or, the smoke fairy",Paul Panzer Gladys Hulette Unkown J. Stuart Blackton Comedy Fantasy
