,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
0,Georges Méliès,Bleuette Bernon,Georges Méliès,Jehanne d'Alcy,Drama History,joan of arc,Bleuette Bernon Georges Méliès Jehanne d'Alcy Georges Méliès Drama History
1,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Music,the one-man band,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Music
2,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Animation Comedy Fantasy,the enchanted drawing,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Animation Comedy Fantasy
3,George Albert Smith,Harold Smith,Unkown,Unkown,Drama,grandma's reading glass,Harold Smith Unkown Unkown George Albert Smith Drama
4,Gabriel Veyre,Unkown,Unkown,Unkown,Documentary,le village de namo - panorama pris d'une chaise à porteurs,Unkown Unkown Unkown Gabriel Veyre Documentary
5,George Albert Smith,Laura Bayley,Tom Green,Unkown,Romance Comedy,let me dream again,Laura Bayley Tom Green Unkown George Albert Smith Romance Comedy
6,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the christmas dream,Georges Méliès Unkown Unkown Georges Méliès Fantasy
7,James H. White,Unkown,Unkown,Unkown,,naval apprentices at sail drill on historic ship 'constellation',Unkown Unkown Unkown James H. White 
8,Georges Méliès,Unkown,Unkown,Unkown,Comedy,how he missed his train,Unkown Unkown Unkown Georges Méliès Comedy
9,Cecil M. Hepworth,Cecil M. Hepworth,Henry Lawley,Unkown,Comedy,explosion of a motor car,Cecil M. Hepworth Henry Lawley Unkown Cecil M. Hepworth Comedy
10,Arthur Marvin,Unkown,Unkown,Unkown,Crime Fantasy Mystery,sherlock holmes baffled,Unkown Unkown Unkown Arthur Marvin Crime Fantasy Mystery
11,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,a fantastical meal,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
12,Georges Méliès,Jehanne d'Alcy,Georges Méliès,Unkown,Comedy Fantasy,the fat and lean wrestling match,Jehanne d'Alcy Georges Méliès Unkown Georges Méliès Comedy Fantasy
13,George Albert Smith,Unkown,Unkown,Unkown,Comedy,as seen through a telescope,Unkown Unkown Unkown George Albert Smith Comedy
14,James H. White,Unkown,Unkown,Unkown,Documentary,panorama of eiffel tower,Unkown Unkown Unkown James H. White Documentary
15,Edwin S. Porter,Unkown,Unkown,Unkown,Fantasy Horror,faust and marguerite,Unkown Unkown Unkown Edwin S. Porter Fantasy Horror
16,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the magic book,Georges Méliès Unkown Unkown Georges Méliès Fantasy
17,Georges Méliès,Unkown,Unkown,Unkown,Comedy,addition and subtraction,Unkown Unkown Unkown Georges Méliès Comedy
18,Alice Guy-Blaché,Miss Lally,Miss Julyett,Unkown,Music,at the floral ball,Miss Lally Miss Julyett Unkown Alice Guy-Blaché Music
19,Alice Guy-Blaché,Henri Vallouy,Unkown,Unkown,Comedy,automated hat-maker and sausage-grinder,Henri Vallouy Unkown Unkown Alice Guy-Blaché Comedy
20,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the man with the rubber head,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
21,James Williamson,Sam Dalton,Unkown,Unkown,Comedy,the big swallow,Sam Dalton Unkown Unkown James Williamson Comedy
22,Georges Méliès,Georges Méliès,Jehanne d'Alcy,Bleuette Bernon,Drama Horror Fantasy,bluebeard,Georges Méliès Jehanne d'Alcy Bleuette Bernon Georges Méliès Drama Horror Fantasy
23,Edwin S. Porter,Unkown,Unkown,Unkown,Drama History,execution of czolgosz with panorama of auburn prison,Unkown Unkown Unkown Edwin S. Porter Drama History
24,Ferdinand Zecca,Jean Liézer,Bretteau,Ferdinand Zecca,Drama Crime,history of a crime,Jean Liézer Bretteau Ferdinand Zecca Ferdinand Zecca Drama Crime
25,Robert W. Paul,Unkown,Unkown,Unkown,Comedy,the countryman and the cinematograph,Unkown Unkown Unkown Robert W. Paul Comedy
26,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the prince of magicians,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
27,James Williamson,Unkown,Unkown,Unkown,Action Drama,fire!,Unkown Unkown Unkown James Williamson Action Drama
28,unknown,Buffalo Bill Cody,Unkown,Unkown,Documentary,buffalo bill's wild west parade,Buffalo Bill Cody Unkown Unkown unknown Documentary
29,Edwin S. Porter,A.C. Abadie,Florence Georgie,Unkown,Documentary Comedy,"what happened on twenty-third street, new york city",A.C. Abadie Florence Georgie Unkown Edwin S. Porter Documentary Comedy
30,Edwin S. Porter,Unkown,Unkown,Unkown,,pan-american exposition by night,Unkown Unkown Unkown Edwin S. Porter 
31,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the dwarf and the giant,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
32,Walter R. Booth,Daniel Smith,Unkown,Unkown,Drama Fantasy,scrooge; or marley's ghost,Daniel Smith Unkown Unkown Walter R. Booth Drama Fantasy
33,Georges Méliès,André Deed,Unkown,Unkown,Comedy Fantasy,an extraordinary dislocation,André Deed Unkown Unkown Georges Méliès Comedy Fantasy
34,Walter R. Booth,Unkown,Unkown,Unkown,Drama Fantasy,the waif and the wizard,Unkown Unkown Unkown Walter R. Booth Drama Fantasy
35,unknown,Unkown,Unkown,Unkown,Documentary,salford v batley,Unkown Unkown Unkown unknown Documentary
36,unknown,Unkown,Unkown,Unkown,,lord roberts' visit to manchester,Unkown Unkown Unkown unknown 
37,Edwin S. Porter,Unkown,Unkown,Unkown,,the tramp's unexpected skate,Unkown Unkown Unkown Edwin S. Porter 
38,unknown,Unkown,Unkown,Unkown,,morecambe church lads' brigade at drill,Unkown Unkown Unkown unknown 
39,Ferdinand Zecca,Unkown,Unkown,Unkown,Romance Comedy,dream and reality,Unkown Unkown Unkown Ferdinand Zecca Romance Comedy
40,Georges Méliès,Georges Méliès,Bleuette Bernon,Victor André,Adventure Science Fiction,a trip to the moon,Georges Méliès Bleuette Bernon Victor André Georges Méliès Adventure Science Fiction
41,Georges Méliès,Unkown,Unkown,Unkown,,"the terrible eruption of mount pelee and destruction of st. pierre, martinique",Unkown Unkown Unkown Georges Méliès 
42,Edwin S. Porter,Charles Manley,Unkown,Unkown,Comedy,uncle josh at the moving picture show,Charles Manley Unkown Unkown Edwin S. Porter Comedy
43,Georges Méliès,Georges Méliès,Unkown,Unkown,Adventure,robinson crusoe,Georges Méliès Unkown Unkown Georges Méliès Adventure
44,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,gulliver's travels among the lilliputians and the giants,Georges Méliès Unkown Unkown Georges Méliès Fantasy
45,Jan Kříženecký,Alois Charvát,Unkown,Unkown,Comedy,to nejlepší číslo,Alois Charvát Unkown Unkown Jan Kříženecký Comedy
46,Ferdinand Zecca,Unkown,Unkown,Unkown,Fantasy,the fairy of the black rocks,Unkown Unkown Unkown Ferdinand Zecca Fantasy
47,unknown,Unkown,Unkown,Unkown,,arrival of vips for official opening of cork exhibition,Unkown Unkown Unkown unknown 
48,unknown,Unkown,Unkown,Unkown,,crews practicing on river lee at cork regatta,Unkown Unkown Unkown unknown 
49,Peter Elfelt,Unkown,Unkown,Unkown,,undressing scene 'summer joys',Unkown Unkown Unkown Peter Elfelt 
50,Edwin S. Porter,Thomas White,James H. White,Unkown,Adventure Family Fantasy,jack and the beanstalk,Thomas White James H. White Unkown Edwin S. Porter Adventure Family Fantasy
51,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the microscopic dancer,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
52,Kazimierz Prószyński,Unkown,Unkown,Unkown,Documentary,street traffic in front of mickiewicz’s monument,Unkown Unkown Unkown Kazimierz Prószyński Documentary
53,unknown,Unkown,Unkown,Unkown,Comedy,cambrioleurs modernes,Unkown Unkown Unkown unknown Comedy
54,Georges Méliès,Georges Méliès,Unkown,Unkown,,an impossible balancing feat,Georges Méliès Unkown Unkown Georges Méliès 
55,Georges Méliès,Unkown,Unkown,Unkown,Comedy Fantasy,the magician and the imp,Unkown Unkown Unkown Georges Méliès Comedy Fantasy
56,Alice Guy-Blaché,Germaine Serand,Yvonne Serand,Unkown,Fantasy,midwife to the upper class,Germaine Serand Yvonne Serand Unkown Alice Guy-Blaché Fantasy
57,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,an untimely intrusion,Unkown Unkown Unkown Alice Guy-Blaché Comedy
58,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,miss dundee and her performing dogs,Unkown Unkown Unkown Alice Guy-Blaché Comedy
59,Ferdinand Zecca,Unkown,Unkown,Unkown,Drama,alcohol and its victims,Unkown Unkown Unkown Ferdinand Zecca Drama
60,Ferdinand Zecca,Madame Moreau,Monsieur Moreau,Unkown,Drama History,the life and passion of jesus christ,Madame Moreau Monsieur Moreau Unkown Ferdinand Zecca Drama History
61,Edwin S. Porter,Gilbert M. Anderson,John Manus Dougherty Sr.,Frank Hanaway,Crime Action Western,the great train robbery,Gilbert M. Anderson John Manus Dougherty Sr. Frank Hanaway Edwin S. Porter Crime Action Western
62,Cecil M. Hepworth,May Clark,Cecil M. Hepworth,Mrs. Hepworth,Fantasy Family,alice in wonderland,May Clark Cecil M. Hepworth Mrs. Hepworth Cecil M. Hepworth Fantasy Family
63,Edwin S. Porter,Vivian Vaughan,James H. White,Arthur White,Action,life of an american fireman,Vivian Vaughan James H. White Arthur White Edwin S. Porter Action
64,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the infernal cauldron,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
65,Georges Méliès,Georges Méliès,Marguerite Thévenard,Bleuette Bernon,Adventure Fantasy,the kingdom of the fairies,Georges Méliès Marguerite Thévenard Bleuette Bernon Georges Méliès Adventure Fantasy
66,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Music,the melomaniac,Georges Méliès Unkown Unkown Georges Méliès Comedy Music
67,Edwin S. Porter,Carl Goliath,Topsy,Unkown,Documentary,electrocuting an elephant,Carl Goliath Topsy Unkown Edwin S. Porter Documentary
68,Georges Méliès,Unkown,Unkown,Unkown,Fantasy Comedy,the inn where no man rests,Unkown Unkown Unkown Georges Méliès Fantasy Comedy
69,Edwin S. Porter,Unkown,Unkown,Unkown,,uncle tom's cabin,Unkown Unkown Unkown Edwin S. Porter 
70,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the infernal cakewalk,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
71,George Albert Smith,Unkown,Unkown,Unkown,Drama,the sick kitten,Unkown Unkown Unkown George Albert Smith Drama
72,Georges Méliès,Unkown,Unkown,Unkown,,ten ladies in an umbrella,Unkown Unkown Unkown Georges Méliès 
73,Edwin S. Porter,Edward Boulden,Unkown,Unkown,Comedy Romance,the gay shoe clerk,Edward Boulden Unkown Unkown Edwin S. Porter Comedy Romance
74,Georges Méliès,Georges Méliès,Jehanne d'Alcy,Unkown,,"alcofribas, the master magician",Georges Méliès Jehanne d'Alcy Unkown Georges Méliès 
75,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Horror,the monster,Georges Méliès Unkown Unkown Georges Méliès Fantasy Horror
76,George Albert Smith,Laura Bayley,Unkown,Unkown,Comedy,mary jane's mishap,Laura Bayley Unkown Unkown George Albert Smith Comedy
77,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the prolific magical egg,Georges Méliès Unkown Unkown Georges Méliès Fantasy
78,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the magic lantern,Georges Méliès Unkown Unkown Georges Méliès Fantasy
79,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the mysterious box,Georges Méliès Unkown Unkown Georges Méliès Fantasy
80,Georges Méliès,Georges Méliès,Fernande Albeny,Jehanne d'Alcy,Adventure Comedy Fantasy Science Fiction,the impossible voyage,Georges Méliès Fernande Albeny Jehanne d'Alcy Georges Méliès Adventure Comedy Fantasy Science Fiction
81,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the mermaid,Georges Méliès Unkown Unkown Georges Méliès Fantasy
82,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the wonderful living fan,Georges Méliès Unkown Unkown Georges Méliès Fantasy
83,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,the terrible turkish executioner,Georges Méliès Unkown Unkown Georges Méliès Comedy
84,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,"tchin-chao, the chinese conjurer",Georges Méliès Unkown Unkown Georges Méliès Comedy
85,James Williamson,Unkown,Unkown,Unkown,Comedy,an interesting story,Unkown Unkown Unkown James Williamson Comedy
86,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,tit for tat,Georges Méliès Unkown Unkown Georges Méliès Comedy
87,Billy Bitzer,Unkown,Unkown,Unkown,Documentary,panorama of machine co. aisle,Unkown Unkown Unkown Billy Bitzer Documentary
88,Edwin S. Porter,Unkown,Unkown,Unkown,,buster makes room for his mama at the bargain counter,Unkown Unkown Unkown Edwin S. Porter 
89,A.E. Weed,Unkown,Unkown,Unkown,,"duel scene, 'by right of sword'",Unkown Unkown Unkown A.E. Weed 
90,Georges Méliès,Unkown,Unkown,Unkown,,the imperceptible transmutations,Unkown Unkown Unkown Georges Méliès 
91,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the untameable whiskers,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
92,Georges Méliès,Georges Méliès,Unkown,Unkown,,the firefall,Georges Méliès Unkown Unkown Georges Méliès 
93,unknown,Unkown,Unkown,Unkown,Action Drama,a fire in a burlesque theatre,Unkown Unkown Unkown unknown Action Drama
94,Peter Elfelt,Unkown,Unkown,Unkown,,craftsmans' parade 1904,Unkown Unkown Unkown Peter Elfelt 
95,unknown,Unkown,Unkown,Unkown,,bolton v burton united,Unkown Unkown Unkown unknown 
96,Percy Stow,Unkown,Unkown,Unkown,Drama Horror Mystery,the mistletoe bough,Unkown Unkown Unkown Percy Stow Drama Horror Mystery
97,Segundo de Chomón,Unkown,Unkown,Unkown,Documentary,barcelona park at twilight,Unkown Unkown Unkown Segundo de Chomón Documentary
98,Alice Guy-Blaché,Unkown,Unkown,Unkown,,the crime on temple street,Unkown Unkown Unkown Alice Guy-Blaché 
99,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy,the cook in trouble,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy
100,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the black imp,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
101,Filoteo Alberini,Ubaldo Maria Del Colle,Carlo Rosaspina,Unkown,History,the capture of roma,Ubaldo Maria Del Colle Carlo Rosaspina Unkown Filoteo Alberini History
102,Georges Méliès,Georges Méliès,Unkown,Unkown,Adventure Fantasy,the palace of the arabian nights,Georges Méliès Unkown Unkown Georges Méliès Adventure Fantasy
103,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy,the living playing cards,Georges Méliès Unkown Unkown Georges Méliès Fantasy
104,Georges Méliès,Unkown,Unkown,Unkown,,the lilliputian minuet,Unkown Unkown Unkown Georges Méliès 
105,Edwin S. Porter,Unkown,Unkown,Unkown,Fantasy Family,the night before christmas,Unkown Unkown Unkown Edwin S. Porter Fantasy Family
106,Janaki Manaki,Unkown,Unkown,Unkown,Documentary,turkish professor at the agricultural school,Unkown Unkown Unkown Janaki Manaki Documentary
107,Ferdinand Zecca,Unkown,Unkown,Unkown,Family Drama,a father's honor,Unkown Unkown Unkown Ferdinand Zecca Family Drama
108,Gaston Velle,Unkown,Unkown,Unkown,,the wonderful album,Unkown Unkown Unkown Gaston Velle 
109,Lucien Nonguet,Unkown,Unkown,Unkown,Fantasy Drama,christian martyrs,Unkown Unkown Unkown Lucien Nonguet Fantasy Drama
110,Georges Méliès,Georges Méliès,André Méliès,Unkown,,rip's dream,Georges Méliès André Méliès Unkown Georges Méliès 
111,Gaston Velle,Unkown,Unkown,Unkown,Fantasy,flower fairy,Unkown Unkown Unkown Gaston Velle Fantasy
112,Billy Bitzer,Unkown,Unkown,Unkown,Comedy Adventure,"tom, tom, the piper's son",Unkown Unkown Unkown Billy Bitzer Comedy Adventure
113,Edwin S. Porter,Unkown,Unkown,Unkown,Action Crime,police chasing scorching auto,Unkown Unkown Unkown Edwin S. Porter Action Crime
114,unknown,Unkown,Unkown,Unkown,,the hairdresser,Unkown Unkown Unkown unknown 
115,Lewin Fitzhamon,Unkown,Unkown,Unkown,Romance Comedy,the other side of the hedge,Unkown Unkown Unkown Lewin Fitzhamon Romance Comedy
116,Alice Guy-Blaché,Charles Armand Ménard dit Dranem,Unkown,Unkown,Music,"dranem performs ""five o'clock tea""",Charles Armand Ménard dit Dranem Unkown Unkown Alice Guy-Blaché Music
117,Alice Guy-Blaché,Charles Armand Ménard dit Dranem,Unkown,Unkown,Music Documentary,dranem performs the true jiu-jitsu,Charles Armand Ménard dit Dranem Unkown Unkown Alice Guy-Blaché Music Documentary
118,Alice Guy-Blaché,Unkown,Unkown,Unkown,,the tango,Unkown Unkown Unkown Alice Guy-Blaché 
119,Gaston Velle,Unkown,Unkown,Unkown,,the hen that laid the golden eggs,Unkown Unkown Unkown Gaston Velle 
120,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,the consequences of feminism,Unkown Unkown Unkown Alice Guy-Blaché Comedy
121,Charles Tait,Elizabeth Tait,John Tait,Unkown,Crime Drama Action History,the story of the kelly gang,Elizabeth Tait John Tait Unkown Charles Tait Crime Drama Action History
122,J. Stuart Blackton,J. Stuart Blackton,Unkown,Unkown,Comedy Animation,humorous phases of funny faces,J. Stuart Blackton Unkown Unkown J. Stuart Blackton Comedy Animation
123,Walter R. Booth,Unkown,Unkown,Unkown,Science Fiction Fantasy Comedy,the '?' motorist,Unkown Unkown Unkown Walter R. Booth Science Fiction Fantasy Comedy
124,Edwin S. Porter,John P. Brawn,Unkown,Unkown,Fantasy Comedy,dream of a rarebit fiend,John P. Brawn Unkown Unkown Edwin S. Porter Fantasy Comedy
125,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy Fantasy Horror,the merry frolics of satan,Georges Méliès Unkown Unkown Georges Méliès Comedy Fantasy Horror
126,Georges Méliès,Georges Méliès,Unkown,Unkown,Family Fantasy,the witch,Georges Méliès Unkown Unkown Georges Méliès Family Fantasy
127,Georges Méliès,Georges Méliès,Unkown,Unkown,Fantasy Comedy,the hilarious posters,Georges Méliès Unkown Unkown Georges Méliès Fantasy Comedy
128,Harry Miles,Unkown,Unkown,Unkown,Documentary History,a trip down market street before the fire,Unkown Unkown Unkown Harry Miles Documentary History
129,Alice Guy-Blaché,Unkown,Unkown,Unkown,Drama,the cruel mother,Unkown Unkown Unkown Alice Guy-Blaché Drama
130,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,a sticky woman,Unkown Unkown Unkown Alice Guy-Blaché Comedy
131,unknown,Unkown,Unkown,Unkown,,"panorama, notorius 'barbary coast'",Unkown Unkown Unkown unknown 
132,Segundo de Chomón,King Alfonso XIII of Spain,Queen Victoria Eugenia,Unkown,Documentary,"the marriage of princess ena and alphonse xiii, king of spain",King Alfonso XIII of Spain Queen Victoria Eugenia Unkown Segundo de Chomón Documentary
133,unknown,Unkown,Unkown,Unkown,,holger drachmann,Unkown Unkown Unkown unknown 
134,Gaston Velle,Unkown,Unkown,Unkown,Crime Fantasy Comedy,the invisible men,Unkown Unkown Unkown Gaston Velle Crime Fantasy Comedy
135,Albert Capellani,Unkown,Unkown,Unkown,Drama,poor mother,Unkown Unkown Unkown Albert Capellani Drama
136,Billy Bitzer,Unkown,Unkown,Unkown,Crime Comedy,the impossible convicts,Unkown Unkown Unkown Billy Bitzer Crime Comedy
137,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,an obstacle course,Unkown Unkown Unkown Alice Guy-Blaché Comedy
138,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,la chaussette,Unkown Unkown Unkown Alice Guy-Blaché Comedy
139,Walter G. Chase,Unkown,Unkown,Unkown,,"epileptic seizure, no. 9",Unkown Unkown Unkown Walter G. Chase 
140,Georges Méliès,Georges Méliès,Mademoiselle Bodson,Manuel,Comedy Fantasy Romance,the eclipse: courtship of the sun and moon,Georges Méliès Mademoiselle Bodson Manuel Georges Méliès Comedy Fantasy Romance
141,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy Animation Horror,the house of ghosts,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy Animation Horror
142,Georges Méliès,Manuel,Georges Méliès,Unkown,Adventure Fantasy,"20,000 leagues under the sea",Manuel Georges Méliès Unkown Georges Méliès Adventure Fantasy
143,Millard Mercury,Edwing Tordella,Edith Trublanchet,Unkown,Comedy,the dancing pig,Edwing Tordella Edith Trublanchet Unkown Millard Mercury Comedy
144,Segundo de Chomón,Julienne Mathieu,Unkown,Unkown,Fantasy,the red spectre,Julienne Mathieu Unkown Unkown Segundo de Chomón Fantasy
145,Georges Méliès,Georges Méliès,Unkown,Unkown,Comedy,good glue sticks,Georges Méliès Unkown Unkown Georges Méliès Comedy
146,J. Stuart Blackton,Paul Panzer,William V. Ranous,Unkown,Comedy Animation,the haunted hotel,Paul Panzer William V. Ranous Unkown J. Stuart Blackton Comedy Animation
147,Segundo de Chomón,Unkown,Unkown,Unkown,Fantasy,the golden beetle,Unkown Unkown Unkown Segundo de Chomón Fantasy
148,Edwin S. Porter,Unkown,Unkown,Unkown,Comedy Fantasy,the 'teddy' bears,Unkown Unkown Unkown Edwin S. Porter Comedy Fantasy
149,Segundo de Chomón,Unkown,Unkown,Unkown,Comedy Fantasy,kiri-kis,Unkown Unkown Unkown Segundo de Chomón Comedy Fantasy
150,Georges Méliès,Fernande Albany,Georges Méliès,Jehanne d'Alcy,Adventure,tunneling the english channel,Fernande Albany Georges Méliès Jehanne d'Alcy Georges Méliès Adventure
151,Georges Méliès,Manuel,Georges Méliès,Unkown,,"ali barbouyou and ali bouf, in oil",Manuel Georges Méliès Unkown Georges Méliès 
152,Sidney Olcott,Herman Rottger,William S. Hart,Gene Gauntier,Adventure Drama History,ben hur,Herman Rottger William S. Hart Gene Gauntier Sidney Olcott Adventure Drama History
153,Alice Guy-Blaché,Unkown,Unkown,Unkown,Comedy,madame's cravings,Unkown Unkown Unkown Alice Guy-Blaché Comedy
154,Viggo Larsen,Viggo Larsen,Clara Nebelong,Maggi Zinn,Drama Romance,the flight from the seraglio,Viggo Larsen Clara Nebelong Maggi Zinn Viggo Larsen Drama Romance
155,Louis Feuillade,Unkown,Unkown,Unkown,Comedy,a restless night,Unkown Unkown Unkown Louis Feuillade Comedy
156,Julius Jaenzon,Alma Lund,Henry Hagerup,Unkown,Drama,the dangers in a fisherman’s life,Alma Lund Henry Hagerup Unkown Julius Jaenzon Drama
157,Viggo Larsen,Gerda Jensen,Viggo Larsen,Gustav Lund,,den hvide slavinde,Gerda Jensen Viggo Larsen Gustav Lund Viggo Larsen 
158,Louis Feuillade,Alice Tissot,Maurice Vinot,Renée Carl,Action Comedy,the colonel's account,Alice Tissot Maurice Vinot Renée Carl Louis Feuillade Action Comedy
159,Louis Feuillade,Unkown,Unkown,Unkown,Comedy Fantasy Action Animation,the pumpkin race,Unkown Unkown Unkown Louis Feuillade Comedy Fantasy Action Animation
160,Émile Cohl,Unkown,Unkown,Unkown,Animation,fantasmagorie,Unkown Unkown Unkown Émile Cohl Animation
161,Segundo de Chomón,Segundo de Chomón,Julienne Mathieu,Unkown,Fantasy,the electric hotel,Segundo de Chomón Julienne Mathieu Unkown Segundo de Chomón Fantasy
162,André Calmettes,Charles le Bargy,Albert Lambert,Gabrielle Robinne,History Drama,the assassination of the duke de guise,Charles le Bargy Albert Lambert Gabrielle Robinne André Calmettes History Drama
163,Albert Capellani,Alexandre Arquillière,Jacques Grétillat,Jacques Varennes,Drama,l'assommoir,Alexandre Arquillière Jacques Grétillat Jacques Varennes Albert Capellani Drama
164,Billy Bitzer,Arthur V. Johnson,Linda Arvidson,Gladys Egan,Drama Thriller,the adventures of dollie,Arthur V. Johnson Linda Arvidson Gladys Egan Billy Bitzer Drama Thriller
165,D.W. Griffith,George Gebhardt,Marion Leonard,Harry Solter,Drama,an awful moment,George Gebhardt Marion Leonard Harry Solter D.W. Griffith Drama
166,J. Searle Dawley,Henry B. Walthall,Miss Earle,Jinnie Frazer,Drama Action Thriller,rescued from an eagle's nest,Henry B. Walthall Miss Earle Jinnie Frazer J. Searle Dawley Drama Action Thriller
167,D.W. Griffith,Florence Lawrence,Charles Inslee,Linda Arvidson,Action,the red girl,Florence Lawrence Charles Inslee Linda Arvidson D.W. Griffith Action
168,Ricardo de Baños,Cecilio Rodríguez de la Vega,Unkown,Unkown,Drama Romance,don juan tenorio,Cecilio Rodríguez de la Vega Unkown Unkown Ricardo de Baños Drama Romance
169,Segundo de Chomón,Unkown,Unkown,Unkown,Fantasy Comedy,magic bricks,Unkown Unkown Unkown Segundo de Chomón Fantasy Comedy
170,D.W. Griffith,Harry Solter,Florence Lawrence,Linda Arvidson,Drama,the stolen jewels,Harry Solter Florence Lawrence Linda Arvidson D.W. Griffith Drama
171,D.W. Griffith,Arthur V. Johnson,Claire McDowell,Harry Solter,Action Drama,the planter's wife,Arthur V. Johnson Claire McDowell Harry Solter D.W. Griffith Action Drama
172,Louis Feuillade,Renée Carl,Georges Wague,Unkown,Drama,the legend of prometheus,Renée Carl Georges Wague Unkown Louis Feuillade Drama
173,Wallace McCutcheon Sr.,D.W. Griffith,Mack Sennett,Linda Arvidson,Drama,the king's messenger,D.W. Griffith Mack Sennett Linda Arvidson Wallace McCutcheon Sr. Drama
174,Segundo de Chomón,Unkown,Unkown,Unkown,Animation Comedy Fantasy,unusual cooking,Unkown Unkown Unkown Segundo de Chomón Animation Comedy Fantasy
175,Luca Comerio,Unkown,Unkown,Unkown,,avventura galante di un provinciale,Unkown Unkown Unkown Luca Comerio 
176,Albert Capellani,Henri Desfontaines,Marguerite Brésil,Unkown,,the man with white gloves,Henri Desfontaines Marguerite Brésil Unkown Albert Capellani 
177,Joseph-Louis Mundwiller,Antoni Fertner,Józefina Kowalewska,Iza Kolpakówna,,antos in warsaw for the first time,Antoni Fertner Józefina Kowalewska Iza Kolpakówna Joseph-Louis Mundwiller 
178,unknown,Unkown,Unkown,Unkown,,in the land of the gold mines,Unkown Unkown Unkown unknown 
179,André Heuzé,Max Linder,Unkown,Unkown,Comedy,in a difficult position,Max Linder Unkown Unkown André Heuzé Comedy
180,D.W. Griffith,John R. Cumpson,Florence Lawrence,Linda Arvidson,Comedy,mr. jones has a card party,John R. Cumpson Florence Lawrence Linda Arvidson D.W. Griffith Comedy
181,D.W. Griffith,Frank Powell,Grace Henderson,James Kirkwood,Drama,a corner in wheat,Frank Powell Grace Henderson James Kirkwood D.W. Griffith Drama
182,Georges Méliès,André Méliès,Georges Méliès,Unkown,Fantasy Comedy,the diabolic tenant,André Méliès Georges Méliès Unkown Georges Méliès Fantasy Comedy
183,D.W. Griffith,Mary Pickford,Marion Leonard,Robert Harron,Thriller Drama Action,the lonely villa,Mary Pickford Marion Leonard Robert Harron D.W. Griffith Thriller Drama Action
184,D.W. Griffith,Mack Sennett,Flora Finch,Florence Lawrence,Comedy,those awful hats,Mack Sennett Flora Finch Florence Lawrence D.W. Griffith Comedy
185,D.W. Griffith,Arthur V. Johnson,Marion Leonard,Henry B. Walthall,Thriller Drama Horror History,the sealed room,Arthur V. Johnson Marion Leonard Henry B. Walthall D.W. Griffith Thriller Drama Horror History
